fecha,evaporación,radiación
2020-01-01,5.9,27.1
2020-01-02,8.2,26.4
2020-01-03,10.2,29.4
2020-01-04,8.6,29.0
2020-01-05,8.9,27.9
2020-01-06,6.4,18.3
2020-01-07,6.5,28.6
2020-01-08,8.0,29.7
2020-01-09,6.1,27.4
2020-01-10,8.5,29.2
2020-01-11,6.8,27.8
2020-01-12,6.7,13.9
2020-01-13,6.8,24.0
2020-01-14,10.9,27.1
2020-01-15,8.2,27.1
2020-01-16,4.9,18.1
2020-01-17,4.7,22.2
2020-01-18,6.4,25.8
2020-01-19,6.7,21.9
2020-01-20,7.7,27.0
2020-01-21,7.8,25.9
2020-01-22,6.4,27.9
2020-01-23,7.9,6.6
2020-01-24,2.8,17.4
2020-01-25,4.3,18.8
2020-01-26,6.8,27.3
2020-01-27,3.4,15.9
2020-01-28,5.5,24.3
2020-01-29,6.4,27.3
2020-01-30,8.1,29.2
2020-01-31,7.6,29.1
2020-02-01,7.6,23.1
2020-02-02,8.4,29.1
2020-02-03,8.9,29.6
2020-02-04,5.7,22.8
2020-02-05,2.9,10.9
2020-02-06,3.5,12.0
2020-02-07,5.7,24.5
2020-02-08,3.4,15.1
2020-02-09,5.4,20.4
2020-02-10,5.4,26.0
2020-02-11,4.9,21.0
2020-02-12,4.0,16.0
2020-02-13,4.7,28.1
2020-02-14,5.3,23.6
2020-02-15,5.5,26.6
2020-02-16,7.6,27.1
2020-02-17,5.5,24.2
2020-02-18,4.6,25.0
2020-02-19,9.5,27.6
2020-02-20,6.0,24.1
2020-02-21,7.0,21.3
2020-02-22,4.5,19.7
2020-02-23,1.5,6.4
2020-02-24,4.3,10.1
2020-02-25,4.1,24.2
2020-02-26,4.8,24.1
2020-02-27,5.3,20.0
2020-02-28,3.2,26.1
2020-02-29,5.6,20.7
2020-03-01,5.8,25.3
2020-03-02,6.2,26.5
2020-03-03,11.5,24.9
2020-03-04,4.9,22.4
2020-03-05,3.7,13.2
2020-03-06,3.8,11.9
2020-03-07,4.9,17.8
2020-03-08,3.5,11.7
2020-03-09,9.4,10.8
2020-03-10,3.5,16.1
2020-03-11,4.7,22.2
2020-03-12,7.6,22.0
2020-03-13,6.2,24.0
2020-03-14,7.2,23.5
2020-03-15,5.8,22.0
2020-03-16,6.8,21.7
2020-03-17,4.4,22.2
2020-03-18,5.1,19.8
2020-03-19,4.3,22.9
2020-03-20,5.8,22.1
2020-03-21,4.7,23.5
2020-03-22,4.6,21.4
2020-03-23,5.3,21.8
2020-03-24,3.3,16.3
2020-03-25,7.6,22.7
2020-03-26,4.7,21.0
2020-03-27,4.8,16.9
2020-03-28,3.9,18.9
2020-03-29,4.3,20.7
2020-03-30,4.8,22.2
2020-03-31,6.2,19.6
2020-04-01,5.1,21.3
2020-04-02,4.5,21.0
2020-04-03,6.2,20.7
2020-04-04,2.6,20.0
2020-04-05,5.9,17.7
2020-04-06,4.8,20.5
2020-04-07,5.1,19.7
2020-04-08,5.5,16.9
2020-04-09,4.0,14.7
2020-04-10,4.0,12.1
2020-04-11,6.5,19.2
2020-04-12,7.6,20.7
2020-04-13,3.9,19.3
2020-04-14,2.6,20.1
2020-04-15,4.2,18.4
2020-04-16,1.7,18.9
2020-04-17,4.9,20.0
2020-04-18,4.3,18.7
2020-04-19,2.5,5.5
2020-04-20,1.8,18.9
2020-04-21,4.1,19.2
2020-04-22,4.4,19.2
2020-04-23,3.8,18.2
2020-04-24,4.7,17.6
2020-04-25,5.6,18.3
2020-04-26,4.3,18.8
2020-04-27,1.2,18.2
2020-04-28,3.6,13.8
2020-04-29,4.3,12.6
2020-04-30,5.4,17.0
2020-05-01,7.0,15.2
2020-05-02,3.9,18.0
2020-05-03,4.9,17.0
2020-05-04,2.9,9.1
2020-05-05,5.9,17.0
2020-05-06,4.0,16.8
2020-05-07,3.9,16.1
2020-05-08,3.7,17.3
2020-05-09,4.1,13.2
2020-05-10,6.2,17.1
2020-05-11,3.7,16.2
2020-05-12,3.7,16.4
2020-05-13,2.7,15.8
2020-05-14,2.4,15.0
2020-05-15,3.9,15.9
2020-05-16,3.5,14.3
2020-05-17,3.5,15.2
2020-05-18,3.6,13.6
2020-05-19,4.6,14.8
2020-05-20,1.3,10.9
2020-05-21,0.7,7.9
2020-05-22,4.4,10.9
2020-05-23,1.1,4.3
2020-05-24,2.4,16.0
2020-05-25,2.7,15.9
2020-05-26,4.1,15.8
2020-05-27,2.6,11.4
2020-05-28,3.0,15.2
2020-05-29,2.6,13.6
2020-05-30,3.4,15.4
2020-05-31,2.6,11.7
2020-06-01,2.9,12.3
2020-06-02,5.5,15.4
2020-06-03,3.8,15.4
2020-06-04,3.1,14.2
2020-06-05,2.7,13.5
2020-06-06,2.8,12.9
2020-06-07,2.1,14.9
2020-06-08,8.7,14.4
2020-06-09,6.2,15.0
2020-06-10,2.3,11.6
2020-06-11,1.0,9.9
2020-06-12,3.0,13.2
2020-06-13,1.4,7.8
2020-06-14,3.1,11.4
2020-06-15,6.5,12.3
2020-06-16,1.8,11.7
2020-06-17,3.0,9.6
2020-06-18,3.1,13.9
2020-06-19,2.6,13.3
2020-06-20,2.2,11.6
2020-06-21,3.2,13.6
2020-06-22,4.0,15.0
2020-06-23,4.2,15.0
2020-06-24,3.5,15.1
2020-06-25,3.7,15.1
2020-06-26,3.0,14.9
2020-06-27,1.9,12.7
2020-06-28,2.6,14.5
2020-06-29,5.4,12.6
2020-06-30,2.6,11.5
2020-07-01,2.3,11.4
2020-07-02,2.5,13.1
2020-07-03,3.4,14.1
2020-07-04,3.8,15.3
2020-07-05,2.9,15.3
2020-07-06,2.7,14.7
2020-07-07,2.8,14.8
2020-07-08,2.6,13.6
2020-07-09,2.1,12.9
2020-07-10,3.0,15.1
2020-07-11,2.8,15.2
2020-07-12,2.3,15.3
2020-07-13,3.6,13.8
2020-07-14,4.3,15.8
2020-07-15,3.4,15.9
2020-07-16,4.0,15.9
2020-07-17,3.2,16.0
2020-07-18,3.1,16.1
2020-07-19,3.2,16.1
2020-07-20,3.8,16.2
2020-07-21,2.6,10.0
2020-07-22,1.3,7.9
